,Job_Title,Salary_Estimate,Rating,Company_Name,Location,Headquarters,Size,Founded,Ownership_Type,Industry,Sector,Revenue,Competitors,Easy_Apply,Minimum_Salary,Maximum_Salary
388,Data Analyst,$98K-$114K,4.8,TechProjects,"Jersey City, NJ","North Brunswick, NJ",1 to 50 ,2011,Company - Private,IT Services,Information Technology,0,0,0,98000,114000
389,Data Analyst,$98K-$114K,3,IPRO,"Lake Success, NY","N New Hyde Park, NY",201 to 500 ,1984,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),0,0,98000,114000
390,Data Analyst,$98K-$114K,5,ITech Recruiting,"New York, NY","Shepton Mallet, United Kingdom",51 to 200 ,0,Company - Public,0,0,0,0,0,98000,114000
391,Data Analyst,$98K-$114K,3.4,RN Staff,"New York, NY","Westfield, IN",Unknown,0,Unknown,Staffing & Outsourcing,Business Services,0,0,0,98000,114000
392,Data Analyst,$98K-$114K,4.2,Abacus Service Corporation,"New York, NY","Southfield, MI",501 to 1000 ,2004,Company - Private,Staffing & Outsourcing,Business Services,0,0,0,98000,114000
393,Data Analyst,$98K-$114K,4.2,CyberCoders,"Hoboken, NJ","Irvine, CA",201 to 500 ,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),0,0,98000,114000
394,Data Analyst,$98K-$114K,3.4,TECHNOCRAFT Solutions,"New York, NY","Hilliard, OH",1 to 50 ,0,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),0,0,98000,114000
395,Data Analyst,$98K-$114K,3.1,Praescient Analytics,"New York, NY","Alexandria, VA",51 to 200 ,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),0,0,98000,114000
396,Data Analyst,$98K-$114K,-1,C&G Consulting Services,"Hoboken, NJ",0,0,0,0,0,0,0,0,0,98000,114000
397,Data Analyst,$98K-$114K,3.7,RWJBarnabas Health,"West Orange, NJ","West Orange, NJ",10000+ ,1982,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),"Atlantic Health System, Robert Wood Johnson University Hospital, Solaris Health System",0,98000,114000
398,Data Analyst,$98K-$114K,4,Reliable Software Resources,"New York, NY","Northville, MI",501 to 1000 ,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,98000,114000
399,Data Analyst,$48K-$96K,4.3,MVP Consulting Plus Inc,"New York, NY","Albany, NY",201 to 500 ,0,Company - Private,Consumer Products Manufacturing,Manufacturing,$5 to $10 million (USD),0,0,48000,96000
400,Data Analyst,$48K-$96K,3.8,Capgemini,"Jersey City, NJ","Paris, France",10000+ ,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Accenture, CGI, Sopra Steria",0,48000,96000
401,Data Analyst,$48K-$96K,2.4,Centers Plan for Healthy Living,"Staten Island, NY","Staten Island, NY",501 to 1000 ,0,Company - Private,Health Care Services & Hospitals,Health Care,0,0,0,48000,96000
402,Data Analyst,$48K-$96K,3.4,RN Staff,"New York, NY","Westfield, IN",Unknown,0,Unknown,Staffing & Outsourcing,Business Services,0,0,0,48000,96000
403,Data Analyst,$48K-$96K,-1,Village Care,"New York, NY","Durham, United Kingdom",Unknown,0,Company - Private,0,0,0,0,0,48000,96000
404,Data Analyst,$48K-$96K,-1,Clear Technology Consulting,"New York, NY",0,0,0,0,0,0,0,0,0,48000,96000
405,Data Analyst,$48K-$96K,4,Lorven Technologies Inc,"Harrison, NY","Plainsboro, NJ",1 to 50 ,0,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),0,0,48000,96000
406,Data Analyst,$48K-$96K,3.2,BNY Mellon,"Florham Park, NJ","New York, NY",10000+ ,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"State Street, Northern Trust, BlackRock",0,48000,96000
407,Data Analyst,$48K-$96K,3.3,Norgate Technology Inc,"Jersey City, NJ","Garden City, NY",51 to 200 ,1993,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),0,0,48000,96000
408,Data Analyst,$48K-$96K,-1,NYU Family Health Centers,"Brooklyn, NY",0,0,0,0,0,0,0,0,0,48000,96000
409,Data Analyst,$48K-$96K,5,"Staffigo Technical Services, LLC","New York, NY","Woodridge, IL",51 to 200 ,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,48000,96000
411,Data Analyst,$48K-$96K,3.1,HomeBridge Financial Services,"Iselin, NJ","Iselin, NJ",1001 to 5000 ,1989,Company - Private,Lending,Finance,$10+ billion (USD),0,0,48000,96000
412,Data Analyst,$48K-$96K,3.9,Sharp Electronics Corporation,"Montvale, NJ","Montvale, NJ",1001 to 5000 ,1962,Company - Public,IT Services,Information Technology,$1 to $2 billion (USD),0,0,48000,96000
413,Data Analyst,$48K-$96K,-1,JR Cigar/MC Management,"Whippany, NJ",0,0,0,0,0,0,0,0,0,48000,96000
414,Data Analyst,$48K-$96K,2.5,"Avacend, Inc.","Woodcliff Lake, NJ","Alpharetta, GA",51 to 200 ,0,Company - Private,Staffing & Outsourcing,Business Services,0,0,0,48000,96000
415,Data Analyst,$48K-$96K,3.1,Praescient Analytics,"New York, NY","Alexandria, VA",51 to 200 ,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),0,0,48000,96000
416,Data Analyst,$48K-$96K,4.5,Avani Technology Solutions,"Brooklyn, NY","Rochester, NY",501 to 1000 ,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,48000,96000
417,Data Analyst,$48K-$96K,3.2,Care Design New York,"Bronx, NY","Albany, NY",1001 to 5000 ,2018,Nonprofit Organization,Health Care Services & Hospitals,Health Care,0,0,0,48000,96000
418,Data Analyst,$48K-$96K,4.4,ACT Consulting,"Parsippany, NJ","London, United Kingdom",1 to 50 ,0,Company - Private,Consulting,Business Services,0,0,0,48000,96000
419,Data Analyst,$48K-$96K,3.8,TekniSMart Solutions,"Franklin Lakes, NJ","Plano, TX",1 to 50 ,0,Contract,0,0,0,0,0,48000,96000
420,Data Analyst,$48K-$96K,3.4,EVERSANA,"New York, NY","Chicago, IL",1001 to 5000 ,2018,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,0,48000,96000
421,Data Analyst,$26K-$47K,-1,HOUSING AUTHORITY OF THE COUNTY OF SALT LAKE,"Salt Lake City, UT","South Salt Lake, UT",51 to 200 ,0,Government,Municipal Governments,Government,0,0,0,26000,47000
422,Data Analyst,$26K-$47K,2,"CAO Group, INC","West Jordan, UT","West Jordan, UT",51 to 200 ,0,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 million (USD),0,0,26000,47000
423,Data Analyst,$26K-$47K,4.2,University of Utah,"Salt Lake City, UT","Salt Lake City, UT",10000+ ,1850,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),0,0,26000,47000
424,Data Analyst,$26K-$47K,3.6,Paladin Consulting Inc,"Salt Lake City, UT","Dallas, TX",501 to 1000 ,1983,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"TEKsystems, Randstad US",0,26000,47000
425,Data Analyst,$26K-$47K,4.3,"SunTechPros, Inc.","Salt Lake City, UT","Morrisville, NC",1 to 50 ,0,Company - Private,Consulting,Business Services,$1 to $5 million (USD),0,0,26000,47000
426,Data Analyst,$26K-$47K,4,"SGI Global, LLC","Salt Lake City, UT","Alexandria, VA",501 to 1000 ,0,Company - Public,0,0,0,0,0,26000,47000
427,Data Analyst,$26K-$47K,4.3,HCL Global Systems,"Salt Lake City, UT","Farmington Hills, MI",10000+ ,0,Company - Private,Consulting,Business Services,$50 to $100 million (USD),0,0,26000,47000
428,Data Analyst,$26K-$47K,4.1,Abnormal Security,"Lehi, UT","San Francisco, CA",51 to 200 ,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,0,26000,47000
429,Data Analyst,$26K-$47K,4.5,Vimerse,"Salt Lake City, UT","Sugar Land, TX",51 to 200 ,2011,Company - Private,0,0,0,0,0,26000,47000
430,Data Analyst,$26K-$47K,4.6,Akraya Inc.,"Salt Lake City, UT","Santa Clara, CA",51 to 200 ,2001,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),"Collabera, Artech Information Systems, TEKsystems",0,26000,47000
431,Data Analyst,$26K-$47K,4,Goldman Sachs,"Salt Lake City, UT","New York, NY",10000+ ,1869,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"J.P. Morgan, Merrill Lynch, Morgan Stanley",0,26000,47000
432,Data Analyst,$26K-$47K,4.1,Idexcel Inc.,"Salt Lake City, UT","Herndon, VA",501 to 1000 ,1998,Company - Private,IT Services,Information Technology,0,0,0,26000,47000
434,Data Analyst,$26K-$47K,2.6,Easton Technical Products,"Salt Lake City, UT","Salt Lake City, UT",201 to 500 ,0,Company - Private,Consumer Products Manufacturing,Manufacturing,$50 to $100 million (USD),0,0,26000,47000
435,Data Analyst,$26K-$47K,3,CIVICA INC,"Lehi, UT","Vaughan, Canada",1 to 50 ,0,Company - Private,0,0,Less than $1 million (USD),0,0,26000,47000
436,Data Analyst,$26K-$47K,3.6,ENERBANK USA,"Salt Lake City, UT","Salt Lake City, UT",1 to 50 ,0,Company - Public,0,0,$100 to $500 million (USD),0,0,26000,47000
437,Data Analyst,$26K-$47K,2.9,"VED Software Services, Inc.","Salt Lake City, UT","Farmington Hills, MI",51 to 200 ,1995,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),0,0,26000,47000
438,Data Analyst,$26K-$47K,3.4,Ascential,"Salt Lake City, UT","London, United Kingdom",1001 to 5000 ,1947,Company - Public,Internet,Information Technology,$100 to $500 million (USD),0,0,26000,47000
439,Data Analyst,$26K-$47K,-1,Artius Solutions,"Salt Lake City, UT",0,0,0,0,0,0,0,0,0,26000,47000
440,Data Analyst,$26K-$47K,4.5,Vimerse,"Salt Lake City, UT","Sugar Land, TX",51 to 200 ,2011,Company - Private,0,0,0,0,0,26000,47000
441,Data Analyst,$26K-$47K,3.8,F5 Networks,"Draper, UT","Seattle, WA",5001 to 10000 ,1996,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Citrix, VMware, Juniper Networks",0,26000,47000
443,Data Analyst,$26K-$47K,3.3,ClientSolv Technologies,"American Fork, UT","Greenwood Village, CO",51 to 200 ,1994,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),0,0,26000,47000
444,Data Analyst,$26K-$47K,-1,DrangKro Aerospace,"Salt Lake City, UT",0,0,0,0,0,0,0,0,0,26000,47000
445,Data Analyst,$26K-$47K,-1,POPi/o Mobile Video Cloud,"Sandy, UT",0,0,0,0,0,0,0,0,0,26000,47000
446,Data Analyst,$26K-$47K,5,Resiliency LLC,"Salt Lake City, UT","Stamford, CT",1 to 50 ,0,Company - Private,0,0,0,0,0,26000,47000
447,Data Analyst,$26K-$47K,3.5,Vivint Solar,"Lehi, UT","Lehi, UT",1001 to 5000 ,2011,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),0,0,26000,47000
448,Data Analyst,$26K-$47K,3.5,YORKTOWN SYSTEMS GROUP INC,"Riverton, UT","Huntsville, AL",501 to 1000 ,0,Company - Private,Consulting,Business Services,$5 to $10 million (USD),0,0,26000,47000
449,Data Analyst,$26K-$47K,4.1,Shape Security,"Draper, UT","Mountain View, CA",51 to 200 ,2011,Company - Private,IT Services,Information Technology,0,0,0,26000,47000
450,Data Analyst,$31K-$59K,4,Connor Group,"Salt Lake City, UT","Santa Clara, CA",201 to 500 ,2006,Company - Private,Accounting,Accounting & Legal,$25 to $50 million (USD),0,0,31000,59000
451,Data Analyst,$31K-$59K,3.5,Vivint Solar,"Lehi, UT","Lehi, UT",1001 to 5000 ,2011,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),0,0,31000,59000
452,Data Analyst,$31K-$59K,2.9,"VED Software Services, Inc.","Salt Lake City, UT","Farmington Hills, MI",51 to 200 ,1995,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),0,0,31000,59000
453,Data Analyst,$31K-$59K,4.2,Abacus Service Corporation,"Salt Lake City, UT","Southfield, MI",501 to 1000 ,2004,Company - Private,Staffing & Outsourcing,Business Services,0,0,0,31000,59000
454,Data Analyst,$47K-$81K,3.5,Robert Half,"Reedley, CA","Menlo Park, CA",10000+ ,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",0,47000,81000
455,Data Analyst,$47K-$81K,3.7,TCOE,"Visalia, CA","Springville, CA",1 to 50 ,0,School / School District,Preschool & Child Care,Education,$1 to $5 million (USD),0,0,47000,81000
456,Data Analyst,$47K-$81K,3.3,"Public Health Foundation Enterprises, In","Hanford, CA","City of Industry, CA",1001 to 5000 ,1968,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),0,0,47000,81000
457,Data Analyst,$43K-$69K,4.3,USfalcon,"Hampton, VA","Cary, NC",201 to 500 ,1984,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),"General Dynamics Information Technology, ENSCO, Booz Allen Hamilton",0,43000,69000
458,Data Analyst,$43K-$69K,2.5,Hampton University,"Hampton, VA","Hampton, VA",1001 to 5000 ,1868,College / University,Colleges & Universities,Education,$100 to $500 million (USD),0,0,43000,69000
459,Data Analyst,$43K-$69K,2.7,Collins Consulting Inc,"Norfolk, VA","Schaumburg, IL",201 to 500 ,1992,Company - Private,Consulting,Business Services,$25 to $50 million (USD),0,0,43000,69000
460,Data Analyst,$43K-$69K,2.7,Patient Advocate Foundation,"Hampton, VA","Hampton, VA",51 to 200 ,1996,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),Prescription Lifeline,0,43000,69000
461,Data Analyst,$43K-$69K,5,"Staffigo Technical Services, LLC","Hampton, VA","Woodridge, IL",51 to 200 ,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,43000,69000
462,Data Analyst,$43K-$69K,4.9,"Orbis, Inc.","Portsmouth, VA","Charleston, SC",201 to 500 ,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),0,0,43000,69000
463,Data Analyst,$43K-$69K,3,NewGen Technologies,"Norfolk, VA","Duluth, GA",1 to 50 ,0,Company - Private,0,0,Less than $1 million (USD),0,0,43000,69000
464,Data Analyst,$43K-$69K,1,"Bluemont Technology & Research, Inc.","Norfolk, VA","Mc Lean, VA",1 to 50 ,0,Company - Private,0,0,$1 to $5 million (USD),0,0,43000,69000
465,Data Analyst,$43K-$69K,3.5,"ForKids, inc","Norfolk, VA","Norfolk, VA",51 to 200 ,0,Nonprofit Organization,Social Assistance,Non-Profit,$5 to $10 million (USD),0,0,43000,69000
466,Data Analyst,$43K-$69K,5,"Staffigo Technical Services, LLC","Hampton, VA","Woodridge, IL",51 to 200 ,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,43000,69000
467,Data Analyst,$43K-$69K,4.9,"Orbis, Inc.","Portsmouth, VA","Charleston, SC",201 to 500 ,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),0,0,43000,69000
468,Data Analyst,$43K-$69K,3.4,Dunhill Professional Search,"Chesapeake, VA","Wilmington, NC",1 to 50 ,0,Company - Private,Staffing & Outsourcing,Business Services,0,0,0,43000,69000
469,Data Analyst,$43K-$69K,3.1,Smithfield,"Smithfield, VA","Smithfield, VA",10000+ ,1936,Subsidiary or Business Segment,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),"JBS USA Holdings, Tyson Foods, Hormel",0,43000,69000
470,Data Analyst,$43K-$69K,3.8,Booz Allen Hamilton,"Suffolk, VA","Mc Lean, VA",10000+ ,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),"Accenture, Deloitte, PwC",0,43000,69000
471,Data Analyst,$43K-$69K,1,EVMS,"Norfolk, VA","Chennai, India",501 to 1000 ,1935,Company - Private,Vehicle Dealers,Retail,0,0,0,43000,69000
472,Data Analyst,$43K-$69K,3.5,"Epsilon Systems Solutions, Inc.","Norfolk, VA","San Diego, CA",501 to 1000 ,1998,Company - Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",$100 to $500 million (USD),0,0,43000,69000
473,Data Analyst,$43K-$69K,3.8,Oasis Systems,"Hampton, VA","Burlington, MA",1001 to 5000 ,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,0,43000,69000
474,Data Analyst,$43K-$69K,5,Counter Threat Solutions,"Norfolk, VA","Reston, VA",51 to 200 ,2015,Company - Private,Consulting,Business Services,0,0,0,43000,69000
475,Data Analyst,$43K-$69K,5,"Staffigo Technical Services, LLC","Hampton, VA","Woodridge, IL",51 to 200 ,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,43000,69000
476,Data Analyst,$43K-$69K,3,ITA International,"Newport News, VA","Yorktown, VA",201 to 500 ,0,Company - Public,Accounting,Accounting & Legal,$10 to $25 million (USD),0,0,43000,69000
477,Data Analyst,$43K-$69K,3.8,Oasis Systems,"Hampton, VA","Burlington, MA",1001 to 5000 ,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,0,43000,69000
478,Data Analyst,$43K-$69K,4.9,"Orbis, Inc.","Portsmouth, VA","Charleston, SC",201 to 500 ,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),0,0,43000,69000
479,Data Analyst,$43K-$69K,-1,Ferguson Experienced,"Newport News, VA",0,0,0,0,0,0,0,0,0,43000,69000
480,Data Analyst,$43K-$69K,3.5,Liberty Source,"Hampton, VA","Fort Monroe, VA",51 to 200 ,2014,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),0,0,43000,69000
481,Data Analyst,$43K-$69K,3.8,"Oasis Systems, LLC","Hampton, VA","Burlington, MA",1001 to 5000 ,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,0,43000,69000
482,Data Analyst,$43K-$69K,3.2,National Capitol Contracting (NCC),"Norfolk, VA","Mc Lean, VA",51 to 200 ,2002,Company - Private,Telecommunications Services,Telecommunications,$10 to $25 million (USD),0,0,43000,69000
483,Data Analyst,$43K-$69K,3.1,Occam Solutions Inc,"Virginia Beach, VA","Herndon, VA",1 to 50 ,0,Company - Private,Consulting,Business Services,$5 to $10 million (USD),0,0,43000,69000
484,Data Analyst,$43K-$69K,3.5,Analytical Mechanics Associates,"Hampton, VA","Hampton, VA",201 to 500 ,1962,Company - Private,Consulting,Business Services,$10 to $25 million (USD),0,0,43000,69000
485,Data Analyst,$43K-$69K,3.2,"GStek, Inc.","Yorktown, VA","Chesapeake, VA",201 to 500 ,1992,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),0,0,43000,69000
486,Data Analyst,$43K-$69K,4.9,"Orbis, Inc.","Portsmouth, VA","Charleston, SC",201 to 500 ,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),0,0,43000,69000
487,Data Analyst,$49K-$112K,3.8,Oasis Systems,"Hampton, VA","Burlington, MA",1001 to 5000 ,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,0,49000,112000
488,Data Analyst,$49K-$112K,3.7,CBRE,"Chesapeake, VA","Los Angeles, CA",10000+ ,1906,Company - Public,Real Estate,Real Estate,0,0,0,49000,112000
489,Data Analyst,$49K-$112K,3.5,Analytical Mechanics Associates,"Hampton, VA","Hampton, VA",201 to 500 ,1962,Company - Private,Consulting,Business Services,$10 to $25 million (USD),0,0,49000,112000
490,Data Analyst,$49K-$112K,1,"Bluemont Technology & Research, Inc.","Norfolk, VA","Mc Lean, VA",1 to 50 ,0,Company - Private,0,0,$1 to $5 million (USD),0,0,49000,112000
491,Data Analyst,$49K-$112K,5,Counter Threat Solutions,"Norfolk, VA","Reston, VA",51 to 200 ,2015,Company - Private,Consulting,Business Services,0,0,0,49000,112000
492,Data Analyst,$49K-$112K,3.2,National Capitol Contracting (NCC),"Norfolk, VA","Mc Lean, VA",51 to 200 ,2002,Company - Private,Telecommunications Services,Telecommunications,$10 to $25 million (USD),0,0,49000,112000
493,Data Analyst,$49K-$112K,3.4,Guidehouse,"Norfolk, VA","Washington, DC",5001 to 10000 ,2018,Company - Private,Consulting,Business Services,0,0,0,49000,112000
494,Data Analyst,$49K-$112K,3.1,AXSEUM Inc,"Fort Eustis, VA","Alexandria, VA",51 to 200 ,2002,Company - Private,Consulting,Business Services,$10 to $25 million (USD),0,0,49000,112000
495,Data Analyst,$49K-$112K,-1,"Tamayo Federal Solutions, LLC","Portsmouth, VA",0,0,0,0,0,0,0,0,0,49000,112000
496,Data Analyst,$49K-$112K,3.4,Guidehouse,"Norfolk, VA","Washington, DC",5001 to 10000 ,2018,Company - Private,Consulting,Business Services,0,0,0,49000,112000
497,Data Analyst,$49K-$112K,3.5,"Epsilon Systems Solutions, Inc.","Norfolk, VA","San Diego, CA",501 to 1000 ,1998,Company - Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",$100 to $500 million (USD),0,0,49000,112000
498,Data Analyst,$49K-$112K,3.6,CACI International,"Norfolk, VA","Arlington, VA",10000+ ,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),"CSC, ManTech, SAIC",0,49000,112000
499,Data Analyst,$49K-$112K,-1,"Tamayo Federal Solutions, LLC","Portsmouth, VA",0,0,0,0,0,0,0,0,0,49000,112000
500,Data Analyst,$49K-$112K,3.7,PROSOFT,"Norfolk, VA","Virginia Beach, VA",201 to 500 ,0,Contract,IT Services,Information Technology,0,0,0,49000,112000
501,Data Analyst,$49K-$112K,3.6,FacilitySource,"Chesapeake, VA","Phoenix, AZ",1001 to 5000 ,2001,Company - Public,Building & Personnel Services,Business Services,$100 to $500 million (USD),"First Service Networks, SMS Assist, Vixxo",0,49000,112000
502,Data Analyst,$49K-$112K,-1,"Tamayo Federal Solutions, LLC","Portsmouth, VA",0,0,0,0,0,0,0,0,0,49000,112000
503,Data Analyst,$49K-$112K,3.3,Universal Consulting Services,"Norfolk, VA","Fairfax, VA",201 to 500 ,2000,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),0,0,49000,112000
504,Data Analyst,$49K-$112K,3.3,"Universal Consulting Services, Inc.","Norfolk, VA","Fairfax, VA",201 to 500 ,2000,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),0,0,49000,112000
505,Data Analyst,$30K-$54K,5,"Staffigo Technical Services, LLC","Gainesville, FL","Woodridge, IL",51 to 200 ,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,30000,54000
506,Data Analyst,$30K-$54K,5,"Staffigo Technical Services, LLC","Gainesville, FL","Woodridge, IL",51 to 200 ,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,30000,54000
507,Data Analyst,$30K-$54K,4.3,University of Florida,"Gainesville, FL","Gainesville, FL",10000+ ,1853,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),0,0,30000,54000
508,Data Analyst,$30K-$54K,3.1,AvMed Health Plans,"Gainesville, FL","Gainesville, FL",501 to 1000 ,1996,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,0,30000,54000
509,Data Analyst,$30K-$54K,3.3,Shands Jacksonville,"Alachua, FL","Jacksonville, FL",1001 to 5000 ,1984,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,30000,54000
510,Data Analyst,$30K-$54K,5,"Staffigo Technical Services, LLC","Gainesville, FL","Woodridge, IL",51 to 200 ,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,30000,54000
511,Data Analyst,$30K-$54K,5,"Staffigo Technical Services, LLC","Gainesville, FL","Woodridge, IL",51 to 200 ,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,30000,54000
512,Data Analyst,$30K-$54K,3.3,Shands Jacksonville,"Gainesville, FL","Jacksonville, FL",1001 to 5000 ,1984,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,30000,54000
513,Data Analyst,$55K-$103K,3.1,Stamps.com,"El Segundo, CA","El Segundo, CA",1001 to 5000 ,1996,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Pitney Bowes, US Postal Service, Envelope Manager Software",0,55000,103000
514,Data Analyst,$55K-$103K,3.6,Headspace,"Santa Monica, CA","Santa Monica, CA",201 to 500 ,2010,Company - Private,Internet,Information Technology,0,0,0,55000,103000
515,Data Analyst,$55K-$103K,3.7,Neustar,"Los Angeles, CA","Sterling, VA",1001 to 5000 ,1996,Company - Private,Internet,Information Technology,$500 million to $1 billion (USD),"Adobe, Akamai, Oracle",0,55000,103000
516,Data Analyst,$55K-$103K,5,Wellth Inc.,"Los Angeles, CA","New York, NY",1 to 50 ,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),0,0,55000,103000
517,Data Analyst,$55K-$103K,-1,People Tree,"Hermosa Beach, CA","Hermosa Beach, CA",1 to 50 ,2013,Self-employed,Staffing & Outsourcing,Business Services,0,0,0,55000,103000
518,Data Analyst,$55K-$103K,5,"Staffigo Technical Services, LLC","Los Angeles, CA","Woodridge, IL",51 to 200 ,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,55000,103000
519,Data Analyst,$55K-$103K,3.3,Ruggable,"Gardena, CA","Los Angeles, CA",1 to 50 ,0,Company - Private,0,0,0,0,0,55000,103000
520,Data Analyst,$55K-$103K,5,First Professional Services,"Los Angeles, CA","Piscataway, NJ",51 to 200 ,2018,Subsidiary or Business Segment,Internet,Information Technology,$1 to $5 million (USD),0,0,55000,103000
521,Data Analyst,$55K-$103K,3.6,Steady,"Los Angeles, CA","Atlanta, GA",1 to 50 ,2017,Company - Private,Internet,Information Technology,0,0,True,55000,103000
522,Data Analyst,$55K-$103K,4.3,"ConsultNet, LLC","Burbank, CA","South Jordan, UT",201 to 500 ,1996,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),0,0,55000,103000
523,Data Analyst,$55K-$103K,4.3,Signal Sciences,"Los Angeles, CA","Culver City, CA",51 to 200 ,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,0,55000,103000
524,Data Analyst,$55K-$103K,3.2,Acumen,"Los Angeles, CA","Burlingame, CA",201 to 500 ,1996,Company - Private,Federal Agencies,Government,$10 to $25 million (USD),Acumen,0,55000,103000
525,Data Analyst,$55K-$103K,4.5,HireTalent,"Los Angeles, CA","New York, NY",201 to 500 ,1997,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),0,0,55000,103000
526,Data Analyst,$55K-$103K,4.3,Dave,"Los Angeles, CA","Los Angeles, CA",1 to 50 ,2016,Company - Private,Banks & Credit Unions,Finance,0,0,0,55000,103000
527,Data Analyst,$55K-$103K,-1,Expertise LLC,"Los Angeles, CA","Seattle, WA",1 to 50 ,0,Contract,0,0,0,0,0,55000,103000
528,Data Analyst,$55K-$103K,4,Lorven Technologies Inc,"Los Angeles, CA","Plainsboro, NJ",1 to 50 ,0,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),0,0,55000,103000
529,Data Analyst,$55K-$103K,-1,Eleven Recruiting - CHURN,"Los Angeles, CA","Los Angeles, CA",1 to 50 ,0,Company - Private,IT Services,Information Technology,0,0,0,55000,103000
530,Data Analyst,$55K-$103K,3.6,ICONMA,"Culver City, CA","Troy, MI",1001 to 5000 ,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Experis,0,55000,103000
