Job Title,Company Name,Rating,Salary Estimate Average,Salary Estimate Min,Salary Estimate Max,Location,State,Size,Founded,Type of ownership,Industry,Sector,Revenue (millions),Easy Apply,Competitors
Data Engineer,pddninc.net,5.0,104000.0,74000,134000.0,"Dallas, TX", TX,SMB(51-500 Employees),0,Company - Private,"Health, Beauty, & Fitness",Consumer Services,0.0,0,0
Data Engineer,Amgenium,0.0,104000.0,74000,134000.0,"Dallas, TX", TX,VSB (<50 Employees),0,Company - Private,0,0,0.0,0,0
Data Engineer,Thryv Hotel & Conference Center,0.0,104000.0,74000,134000.0,"Dallas, TX", TX,0,0,0,0,0,0.0,0,0
Data Engineer,Enterprise Solutions Inc,3.8,104000.0,74000,134000.0,"Irving, TX", TX,SMB(51-500 Employees),2000,Company - Private,Staffing & Outsourcing,Business Services,5.0,0,0
Data Engineer,American Institute of Aeronautics and Astronautics,3.8,104000.0,74000,134000.0,"Sunnyvale, TX", TX,SMB(51-500 Employees),1963,Nonprofit Organization,Membership Organizations,Business Services,2.5,0,0
Data Engineer,pddninc.net,0.0,104000.0,74000,134000.0,"Dallas, TX", TX,0,0,0,0,0,0.0,0,0
Data Engineer,Credera Experienced Hiring Job Board,0.0,104000.0,74000,134000.0,"Dallas, TX", TX,0,0,0,0,0,0.0,0,0
Data Engineer,Lob,4.3,104000.0,74000,134000.0,"Dallas, TX", TX,VSB (<50 Employees),2013,Company - Private,Computer Hardware & Software,Information Technology,2.5,0,0
Data Engineer,Amazon,3.9,104000.0,74000,134000.0,"Dallas, TX", TX,"Enterprise(5,000+ Employees)",1994,Company - Public,Internet,Information Technology,0.0,0,"Google, Microsoft, Walmart"
Data Engineer,enwidth,0.0,104000.0,74000,134000.0,"Dallas, TX", TX,0,0,0,0,0,0.0,0,0
Data Engineer,"Object Technology Solutions, Inc.",4.0,104000.0,74000,134000.0,"Irving, TX", TX,SMB(51-500 Employees),1999,Company - Private,IT Services,Information Technology,5.0,0,"Technosoft Inc, Deegit"
Data Engineer,"TekCom Resources, Inc.",4.9,104000.0,74000,134000.0,"Dallas, TX", TX,SMB(51-500 Employees),2005,Company - Private,Staffing & Outsourcing,Business Services,2.5,0,0
Data Engineer,Provish Consulting,0.0,104000.0,74000,134000.0,"Dallas, TX", TX,0,0,0,0,0,0.0,0,0
Data Engineer,Tek Leaders,3.5,104000.0,74000,134000.0,"Irving, TX", TX,"Mid-Market(501-5,000 Employees)",2016,Company - Private,IT Services,Information Technology,10.0,0,0
Data Engineer,Amerit Consulting,3.5,104000.0,74000,134000.0,"Dallas, TX", TX,SMB(51-500 Employees),2002,Company - Private,State & Regional Agencies,Government,1.0,0,0
Data Engineer,JPMorgan Chase & Co.,3.9,104000.0,74000,134000.0,"Lewisville, TX", TX,"Enterprise(5,000+ Employees)",1799,Company - Public,Investment Banking & Asset Management,Finance,0.0,0,0
Data Engineer,Tiger Analytics,4.6,104000.0,74000,134000.0,"Dallas, TX", TX,VSB (<50 Employees),2011,Company - Private,Consulting,Business Services,2.5,0,"Mu Sigma, LatentView Analytics, Fractal"
Data Engineer,Lob,4.3,104000.0,74000,134000.0,"Dallas, TX", TX,VSB (<50 Employees),2013,Company - Private,Computer Hardware & Software,Information Technology,2.5,0,0
Data Engineer,Ksquareinc,0.0,104000.0,74000,134000.0,"Dallas, TX", TX,0,0,0,0,0,0.0,0,0
Data Engineer,Diverse Lynx,3.9,104000.0,74000,134000.0,"Irving, TX", TX,"Mid-Market(501-5,000 Employees)",2002,Company - Private,IT Services,Information Technology,50.0,0,0
Data Engineer,Capital One,3.9,149000.0,110000,188000.0,"Plano, TX", TX,"Enterprise(5,000+ Employees)",1994,Company - Public,Banks & Credit Unions,Finance,0.0,0,"J.P. Morgan, Wells Fargo, McKinsey & Company"
Data Engineer,Capital One,3.9,149000.0,110000,188000.0,"Plano, TX", TX,"Enterprise(5,000+ Employees)",1994,Company - Public,Banks & Credit Unions,Finance,0.0,0,"J.P. Morgan, Wells Fargo, McKinsey & Company"
Data Engineer,InfoWay Solutions LLC,2.6,149000.0,110000,188000.0,"Dallas, TX", TX,VSB (<50 Employees),0,Company - Public,Internet,Information Technology,0.0,0,0
Data Engineer,"DIVERSANT, LLC",3.8,149000.0,110000,188000.0,"Addison, TX", TX,VSB (<50 Employees),2005,Company - Private,Staffing & Outsourcing,Business Services,50.0,0,"Kforce, Mitchell Martin, Insight Global"
Data Engineer,IT Trailblazers,3.9,149000.0,110000,188000.0,"Dallas, TX", TX,SMB(51-500 Employees),0,Company - Private,Consulting,Business Services,5.0,0,0
Data Engineer,FleishmanHillard,3.3,149000.0,110000,188000.0,"Dallas, TX", TX,VSB (<50 Employees),1946,Subsidiary or Business Segment,Advertising & Marketing,Business Services,0.0,0,"Edelman, Burson-Marsteller, Weber Shandwick"
Data Engineer,Themesoft Inc,3.9,149000.0,110000,188000.0,"Plano, TX", TX,SMB(51-500 Employees),2004,Company - Private,IT Services,Information Technology,10.0,0,0
Data Engineer,"Vdrive IT Solutions, Inc",0.0,149000.0,110000,188000.0,"Richardson, TX", TX,0,0,Company - Private,0,0,0.0,0,0
Data Engineer,InfoWay Solutions LLC,2.6,149000.0,110000,188000.0,"Dallas, TX", TX,VSB (<50 Employees),0,Company - Public,Internet,Information Technology,0.0,0,0
Data Engineer,"Conch Technologies, Inc",4.6,149000.0,110000,188000.0,"Dallas, TX", TX,SMB(51-500 Employees),0,Company - Private,Consulting,Business Services,1.0,0,0
Data Engineer,YASMESOFT INC,3.8,149000.0,110000,188000.0,"Irving, TX", TX,VSB (<50 Employees),0,Company - Private,IT Services,Information Technology,0.5,0,0
Data Engineer,YASMESOFT INC,3.8,149000.0,110000,188000.0,"Irving, TX", TX,VSB (<50 Employees),0,Company - Private,IT Services,Information Technology,0.5,0,0
Data Engineer,"Object Technology Solutions, Inc.",4.0,149000.0,110000,188000.0,"Irving, TX", TX,SMB(51-500 Employees),1999,Company - Private,IT Services,Information Technology,5.0,0,"Technosoft Inc, Deegit"
Data Engineer,InfoWay Solutions LLC,2.6,149000.0,110000,188000.0,"Dallas, TX", TX,VSB (<50 Employees),0,Company - Public,Internet,Information Technology,0.0,0,0
Data Engineer,Eitacies,5.0,149000.0,110000,188000.0,"Irving, TX", TX,VSB (<50 Employees),0,Company - Private,Computer Hardware & Software,Information Technology,0.0,0,0
Data Engineer,Lucid Technologies,3.9,149000.0,110000,188000.0,"Plano, TX", TX,VSB (<50 Employees),0,Company - Private,Computer Hardware & Software,Information Technology,0.5,0,0
Data Engineer,IHS Markit,3.5,149000.0,110000,188000.0,"Dallas, TX", TX,"Enterprise(5,000+ Employees)",2016,Company - Public,Consulting,Business Services,500.0,0,"Thomson Reuters, International Data Group"
Data Engineer,Citi,3.7,149000.0,110000,188000.0,"Irving, TX", TX,"Enterprise(5,000+ Employees)",1812,Company - Public,Investment Banking & Asset Management,Finance,0.0,0,0
Data Engineer,K Square Solutions Inc,0.0,149000.0,110000,188000.0,"Dallas, TX", TX,0,0,0,0,0,0.0,0,0
Data Engineer,Incendia Partners,0.0,149000.0,110000,188000.0,"Irving, TX", TX,VSB (<50 Employees),2002,Company - Private,Staffing & Outsourcing,Business Services,0.0,0,0
Data Engineer,"Object Technology Solutions, Inc. (OTSI)",0.0,149000.0,110000,188000.0,"Irving, TX", TX,0,0,0,0,0,0.0,0,0
Data Engineer,Interstate Battery System of America Inc,3.3,149000.0,110000,188000.0,"Dallas, TX", TX,VSB (<50 Employees),1950,Company - Private,"Department, Clothing, & Shoe Stores",Retail,50.0,0,0
Data Engineer,TMS LLC,2.4,149000.0,110000,188000.0,"Plano, TX", TX,SMB(51-500 Employees),2011,Company - Private,Health Care Services & Hospitals,Health Care,0.5,0,0
Data Engineer,"Object Technology Solutions, Inc. (OTSI)",0.0,149000.0,110000,188000.0,"Irving, TX", TX,0,0,0,0,0,0.0,0,0
Data Engineer,Intelliswift Software Inc,3.0,149000.0,110000,188000.0,"Plano, TX", TX,VSB (<50 Employees),1998,Company - Private,Staffing & Outsourcing,Business Services,10.0,0,0
Data Engineer,Maven Wave Partners,4.5,149000.0,110000,188000.0,"Dallas, TX", TX,VSB (<50 Employees),2008,Company - Private,Consulting,Business Services,10.0,0,0
Data Engineer,Amazon,3.9,149000.0,110000,188000.0,"Dallas, TX", TX,"Enterprise(5,000+ Employees)",1994,Company - Public,Internet,Information Technology,0.0,0,"Google, Microsoft, Walmart"
Data Engineer,Milan Solution,2.5,149000.0,110000,188000.0,"Plano, TX", TX,VSB (<50 Employees),0,Company - Private,0,0,10.0,0,0
Data Engineer,"cyberThink, Inc.",3.6,149000.0,110000,188000.0,"Plano, TX", TX,VSB (<50 Employees),1996,Company - Private,IT Services,Information Technology,5.0,0,0
Data Engineer,InfoVision,4.4,149000.0,110000,188000.0,"Plano, TX", TX,VSB (<50 Employees),1995,Company - Private,IT Services,Information Technology,50.0,0,0
Data Engineer,USAA,3.6,105000.0,75000,135000.0,"Plano, TX", TX,"Enterprise(5,000+ Employees)",1922,Company - Private,Insurance Carriers,Insurance,0.0,0,"GEICO, MetLife, State Farm"
Data Engineer,Capital One,3.9,105000.0,75000,135000.0,"Plano, TX", TX,"Enterprise(5,000+ Employees)",1994,Company - Public,Banks & Credit Unions,Finance,0.0,0,"J.P. Morgan, Wells Fargo, McKinsey & Company"
Data Engineer,Solekai Systems Corp,4.2,105000.0,75000,135000.0,"Dallas, TX", TX,VSB (<50 Employees),2002,Company - Private,Computer Hardware & Software,Information Technology,2.5,0,0
Data Engineer,SLiQ Information Technologies,4.3,105000.0,75000,135000.0,"Plano, TX", TX,VSB (<50 Employees),0,Contract,0,0,0.0,0,0
Data Engineer,LiveMindz,0.0,105000.0,75000,135000.0,"Dallas, TX", TX,SMB(51-500 Employees),0,Company - Private,0,0,0.0,0,0
Data Engineer,"Object Technology Solutions, Inc.",4.0,105000.0,75000,135000.0,"Irving, TX", TX,SMB(51-500 Employees),1999,Company - Private,IT Services,Information Technology,5.0,0,"Technosoft Inc, Deegit"
Data Engineer,JPMorgan Chase & Co.,3.9,105000.0,75000,135000.0,"Plano, TX", TX,"Enterprise(5,000+ Employees)",1799,Company - Public,Investment Banking & Asset Management,Finance,0.0,0,0
Data Engineer,Photon Infotech,3.0,105000.0,75000,135000.0,"Irving, TX", TX,VSB (<50 Employees),1999,Company - Private,IT Services,Information Technology,50.0,0,0
Data Engineer,zacxo,0.0,105000.0,75000,135000.0,"Lewisville, TX", TX,SMB(51-500 Employees),0,Unknown,0,0,0.0,0,0
Data Engineer,"InfoVision, Inc.",4.4,105000.0,75000,135000.0,"Plano, TX", TX,VSB (<50 Employees),1995,Company - Private,IT Services,Information Technology,50.0,0,0
Data Engineer,Jones Lange Lasalle Inc.,3.7,105000.0,75000,135000.0,"Dallas, TX", TX,"Enterprise(5,000+ Employees)",0,Company - Public,Real Estate,Real Estate,1000.0,0,"CBRE, Cushman & Wakefield"
Data Engineer,HMS Holdings,3.8,105000.0,75000,135000.0,"Irving, TX", TX,VSB (<50 Employees),1974,Company - Public,Health Care Services & Hospitals,Health Care,100.0,0,0
Data Engineer,JC Penney,3.2,105000.0,75000,135000.0,"Plano, TX", TX,"Enterprise(5,000+ Employees)",1902,Company - Public,"Department, Clothing, & Shoe Stores",Retail,0.0,0,"Macy's, Kohl's, Dillard's"
Data Engineer,Sysmind LLC,4.1,105000.0,75000,135000.0,"Irving, TX", TX,SMB(51-500 Employees),1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,5.0,0,0
Data Engineer,First Tech Federal Credit Union,3.3,128500.0,91000,166000.0,"San Jose, CA", CA,VSB (<50 Employees),1952,Company - Private,Banks & Credit Unions,Finance,50.0,0,0
Data Engineer,Juniper Networks,3.8,128500.0,91000,166000.0,"Cupertino, CA", CA,"Enterprise(5,000+ Employees)",1996,Company - Public,Telecommunications Services,Telecommunications,500.0,0,0
Data Engineer,Samsung Research America,3.5,128500.0,91000,166000.0,"Mountain View, CA", CA,VSB (<50 Employees),1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,10.0,True,"Sony, LG Electronics, Nokia"
Data Engineer,Y Media Labs,3.5,128500.0,91000,166000.0,"Redwood City, CA", CA,VSB (<50 Employees),2009,Company - Private,Computer Hardware & Software,Information Technology,0.0,0,"AKQA, Huge, R/GA"
Data Engineer,Clumio,5.0,128500.0,91000,166000.0,"Santa Clara, CA", CA,SMB(51-500 Employees),2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,0.0,True,0
Data Engineer,Leia,4.6,128500.0,91000,166000.0,"Menlo Park, CA", CA,SMB(51-500 Employees),2014,Company - Private,Computer Hardware & Software,Information Technology,0.0,True,0
Data Engineer,NextNav,3.4,128500.0,91000,166000.0,"Sunnyvale, CA", CA,SMB(51-500 Employees),2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,2.5,True,0
Data Engineer,Clumio,5.0,128500.0,91000,166000.0,"Santa Clara, CA", CA,SMB(51-500 Employees),2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,0.0,True,0
Data Engineer,Alameda County Water District,4.9,128500.0,91000,166000.0,"Fremont, CA", CA,VSB (<50 Employees),1914,Government,Utilities,"Oil, Gas, Energy & Utilities",50.0,0,0
Data Engineer,Baidu USA,4.2,128500.0,91000,166000.0,"Sunnyvale, CA", CA,SMB(51-500 Employees),2000,Company - Public,Internet,Information Technology,10.0,0,0
Data Engineer,Astreya,3.3,128500.0,91000,166000.0,"Fremont, CA", CA,VSB (<50 Employees),2001,Company - Private,IT Services,Information Technology,10.0,0,"Milestone Technologies, Taos, GDH Consulting"
Data Engineer,AppLovin,4.8,128500.0,91000,166000.0,"Palo Alto, CA", CA,VSB (<50 Employees),2012,Company - Private,Video Games,Media,0.0,0,0
Data Engineer,Plume,4.1,128500.0,91000,166000.0,"Palo Alto, CA", CA,SMB(51-500 Employees),2015,Company - Private,Internet,Information Technology,0.0,True,0
Data Engineer,Edelman Financial Engines,3.4,128500.0,91000,166000.0,"Santa Clara, CA", CA,VSB (<50 Employees),1986,Company - Private,Investment Banking & Asset Management,Finance,0.0,0,0
Data Engineer,Tredence,3.5,128500.0,91000,166000.0,"Sunnyvale, CA", CA,"Mid-Market(501-5,000 Employees)",2013,Company - Private,Consulting,Business Services,2.5,True,0
Data Engineer,NextNav,3.4,128500.0,91000,166000.0,"Sunnyvale, CA", CA,SMB(51-500 Employees),2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,2.5,True,0
Data Engineer,Y Media Labs,3.5,128500.0,91000,166000.0,"Redwood City, CA", CA,VSB (<50 Employees),2009,Company - Private,Computer Hardware & Software,Information Technology,0.0,0,"AKQA, Huge, R/GA"
Data Engineer,Entefy,4.3,128500.0,91000,166000.0,"Palo Alto, CA", CA,VSB (<50 Employees),2012,Company - Private,Internet,Information Technology,0.0,0,0
Data Engineer,eHealth,3.8,128500.0,91000,166000.0,"Santa Clara, CA", CA,VSB (<50 Employees),1997,Company - Public,Insurance Agencies & Brokerages,Insurance,50.0,0,"InsWeb, Insure.com, Answer Financial"
Data Engineer,Juniper Networks,3.8,128500.0,91000,166000.0,"Sunnyvale, CA", CA,"Enterprise(5,000+ Employees)",1996,Company - Public,Telecommunications Services,Telecommunications,500.0,0,0
Data Engineer,SpringML,4.5,128500.0,91000,166000.0,"Pleasanton, CA", CA,VSB (<50 Employees),2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,0.0,True,0
Data Engineer,NVIDIA,4.6,128500.0,91000,166000.0,"Santa Clara, CA", CA,"Enterprise(5,000+ Employees)",1993,Company - Public,Computer Hardware & Software,Information Technology,1000.0,0,0
Data Engineer,Entefy,4.3,128500.0,91000,166000.0,"Palo Alto, CA", CA,VSB (<50 Employees),2012,Company - Private,Internet,Information Technology,0.0,0,0
Data Engineer,Telaria,4.4,128500.0,91000,166000.0,"Mountain View, CA", CA,SMB(51-500 Employees),2017,Company - Public,Advertising & Marketing,Business Services,0.0,True,"SpotX, FreeWheel, TubeMogul"
Data Engineer,Equinix,3.9,128500.0,91000,166000.0,"Sunnyvale, CA", CA,"Enterprise(5,000+ Employees)",1998,Company - Public,Enterprise Software & Network Solutions,Information Technology,1000.0,0,0
Data Engineer,Comet Group,2.8,128500.0,91000,166000.0,"San Jose, CA", CA,VSB (<50 Employees),1948,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,50.0,0,"XP Power, Lam Research, Applied Materials"
Data Engineer,Luminar Technologies,4.1,128500.0,91000,166000.0,"Palo Alto, CA", CA,VSB (<50 Employees),2012,Company - Private,Computer Hardware & Software,Information Technology,0.0,0,0
Data Engineer,Clumio,5.0,178000.0,164000,192000.0,"Santa Clara, CA", CA,SMB(51-500 Employees),2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,0.0,True,0
Data Engineer,Astreya,3.3,178000.0,164000,192000.0,"Fremont, CA", CA,VSB (<50 Employees),2001,Company - Private,IT Services,Information Technology,10.0,0,"Milestone Technologies, Taos, GDH Consulting"
Data Engineer,Absolute,3.5,178000.0,164000,192000.0,"San Jose, CA", CA,VSB (<50 Employees),1993,Company - Public,Computer Hardware & Software,Information Technology,50.0,0,0
Data Engineer,Applied Intuition,4.7,178000.0,164000,192000.0,"Sunnyvale, CA", CA,VSB (<50 Employees),0,Company - Public,0,0,0.0,0,0
Data Engineer,Netskope,4.1,178000.0,164000,192000.0,"Santa Clara, CA", CA,"Mid-Market(501-5,000 Employees)",2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,0.0,True,"Skyhigh Networks, Zscaler, NortonLifeLock"
Data Engineer,Cisco Systems - Engineering - Software,4.1,178000.0,164000,192000.0,"San Jose, CA", CA,"Enterprise(5,000+ Employees)",1984,Company - Private,Computer Hardware & Software,Information Technology,0.0,0,"Alcatel-Lucent, Juniper Networks"
Data Engineer,ooma,3.6,178000.0,164000,192000.0,"Sunnyvale, CA", CA,VSB (<50 Employees),2004,Company - Public,Telecommunications Manufacturing,Telecommunications,50.0,0,0
Data Engineer,PayPal,3.9,178000.0,164000,192000.0,"San Jose, CA", CA,"Enterprise(5,000+ Employees)",1998,Company - Public,Internet,Information Technology,0.0,0,"Square, Amazon, Apple"
Data Engineer,Tesla Motors,3.4,178000.0,164000,192000.0,"Fremont, CA", CA,"Enterprise(5,000+ Employees)",2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,500.0,0,"Audi, BMW, Mercedes-Benz International"
Data Engineer,Cisco Systems - Engineering - Software,4.1,178000.0,164000,192000.0,"Milpitas, CA", CA,"Enterprise(5,000+ Employees)",1984,Company - Private,Computer Hardware & Software,Information Technology,0.0,0,"Alcatel-Lucent, Juniper Networks"
Data Engineer,Pluto7,3.9,178000.0,164000,192000.0,"San Jose, CA", CA,SMB(51-500 Employees),2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,0.0,0,0
Data Engineer,BlackLine,3.9,178000.0,164000,192000.0,"Pleasanton, CA", CA,"Mid-Market(501-5,000 Employees)",2001,Company - Public,Computer Hardware & Software,Information Technology,50.0,0,Trintech
Data Engineer,Flexton,4.0,178000.0,164000,192000.0,"Santa Clara, CA", CA,SMB(51-500 Employees),2007,Company - Private,IT Services,Information Technology,2.5,0,0
Data Engineer,Apple,4.1,178000.0,164000,192000.0,"Santa Clara, CA", CA,"Enterprise(5,000+ Employees)",1976,Company - Public,Computer Hardware & Software,Information Technology,0.0,0,"Google, Microsoft, Samsung Electronics"
Data Engineer,Google,4.4,178000.0,164000,192000.0,"Mountain View, CA", CA,"Enterprise(5,000+ Employees)",1998,Company - Public,Internet,Information Technology,0.0,0,"Microsoft, Apple, Facebook"
Data Engineer,Slalom LLC.,4.1,178000.0,164000,192000.0,"San Jose, CA", CA,"Enterprise(5,000+ Employees)",2001,Company - Private,Consulting,Business Services,200.0,0,"Accenture, Deloitte, Avanade"
Data Engineer,Affinity Solutions,3.0,178000.0,164000,192000.0,"San Jose, CA", CA,SMB(51-500 Employees),1998,Company - Private,Advertising & Marketing,Business Services,0.0,True,"Commerce Signals, Cardlytics, Yodlee"
Data Engineer,"TalentBurst, Inc.",3.9,178000.0,164000,192000.0,"Sunnyvale, CA", CA,"Mid-Market(501-5,000 Employees)",2002,Company - Private,IT Services,Information Technology,10.0,0,"TEKsystems, Collabera, Artech Information Systems"
Data Engineer,Confluent,4.6,178000.0,164000,192000.0,"Mountain View, CA", CA,"Mid-Market(501-5,000 Employees)",2014,Company - Private,Computer Hardware & Software,Information Technology,50.0,0,0
Data Engineer,Google,4.4,178000.0,164000,192000.0,"Redwood City, CA", CA,"Enterprise(5,000+ Employees)",1998,Company - Public,Internet,Information Technology,0.0,0,"Microsoft, Apple, Facebook"
Data Engineer,"EA Team, Inc.",1.0,178000.0,164000,192000.0,"Mountain View, CA", CA,SMB(51-500 Employees),0,Unknown,0,0,0.0,0,0
Data Engineer,TikTok,3.8,178000.0,164000,192000.0,"Mountain View, CA", CA,VSB (<50 Employees),2016,Company - Private,Internet,Information Technology,0.0,0,0
Data Engineer,Xilinx,3.7,178000.0,164000,192000.0,"San Jose, CA", CA,"Enterprise(5,000+ Employees)",1984,Company - Public,Computer Hardware & Software,Information Technology,500.0,0,"Qualcomm, Intel Corporation, AMD"
Data Engineer,F5 Networks,3.8,178000.0,164000,192000.0,"Santa Clara, CA", CA,"Enterprise(5,000+ Employees)",1996,Company - Public,Computer Hardware & Software,Information Technology,200.0,0,"Citrix, VMware, Juniper Networks"
Data Engineer,CrowdStrike,4.0,178000.0,164000,192000.0,"Sunnyvale, CA", CA,VSB (<50 Employees),2011,Company - Public,Enterprise Software & Network Solutions,Information Technology,50.0,0,0
Data Engineer,Western Digital,3.6,178000.0,164000,192000.0,"San Jose, CA", CA,"Enterprise(5,000+ Employees)",1970,Company - Public,Computer Hardware & Software,Information Technology,0.0,0,"Seagate Technology, Toshiba"
Data Engineer,Facebook,4.5,178000.0,164000,192000.0,"Menlo Park, CA", CA,"Enterprise(5,000+ Employees)",2004,Company - Public,Internet,Information Technology,1000.0,0,"Google, Microsoft, Apple"
Data Engineer,FOCUSKPI INC,3.1,178000.0,164000,192000.0,"Mountain View, CA", CA,SMB(51-500 Employees),0,Company - Private,Advertising & Marketing,Business Services,0.0,0,0
Data Engineer,ServiceNow,3.7,178000.0,164000,192000.0,"Santa Clara, CA", CA,"Enterprise(5,000+ Employees)",2004,Company - Public,Enterprise Software & Network Solutions,Information Technology,500.0,0,"BMC Software, CA Technologies, Salesforce"
Data Engineer,Synectics,3.3,178000.0,164000,192000.0,"Sunnyvale, CA", CA,VSB (<50 Employees),1984,Company - Private,Staffing & Outsourcing,Business Services,5.0,0,0
Data Engineer,Houzz,3.4,178000.0,164000,192000.0,"Palo Alto, CA", CA,VSB (<50 Employees),2009,Company - Private,Internet,Information Technology,0.0,0,0
Data Engineer,Decision Minds,3.7,178000.0,164000,192000.0,"Menlo Park, CA", CA,SMB(51-500 Employees),0,Company - Private,0,0,1.0,0,0
Data Engineer,AppLovin,4.8,153500.0,108000,199000.0,"Palo Alto, CA", CA,VSB (<50 Employees),2012,Company - Private,Video Games,Media,0.0,0,0
Data Engineer,Tredence,3.5,153500.0,108000,199000.0,"Sunnyvale, CA", CA,"Mid-Market(501-5,000 Employees)",2013,Company - Private,Consulting,Business Services,2.5,True,0
Data Engineer,Decision Minds,3.7,153500.0,108000,199000.0,"Menlo Park, CA", CA,SMB(51-500 Employees),0,Company - Private,0,0,1.0,0,0
Data Engineer,CYNET SYSTEMS,4.0,153500.0,108000,199000.0,"Milpitas, CA", CA,"Mid-Market(501-5,000 Employees)",2010,Company - Private,IT Services,Information Technology,10.0,0,0
Data Engineer,DeepMap,4.9,153500.0,108000,199000.0,"Palo Alto, CA", CA,SMB(51-500 Employees),2016,Company - Private,Computer Hardware & Software,Information Technology,0.0,0,0
Data Engineer,"CLARA analytics, Inc.",3.3,153500.0,108000,199000.0,"Santa Clara, CA", CA,VSB (<50 Employees),2016,Company - Private,Computer Hardware & Software,Information Technology,0.0,0,0
Data Engineer,Petuum,2.5,153500.0,108000,199000.0,"Sunnyvale, CA", CA,SMB(51-500 Employees),2016,Company - Private,Computer Hardware & Software,Information Technology,0.0,True,0
Data Engineer,Apple,4.1,153500.0,108000,199000.0,"Santa Clara, CA", CA,"Enterprise(5,000+ Employees)",1976,Company - Public,Computer Hardware & Software,Information Technology,0.0,0,"Google, Microsoft, Samsung Electronics"
Data Engineer,Cisco Systems - Engineering - Software,4.1,153500.0,108000,199000.0,"San Jose, CA", CA,"Enterprise(5,000+ Employees)",1984,Company - Private,Computer Hardware & Software,Information Technology,0.0,0,"Alcatel-Lucent, Juniper Networks"
Data Engineer,Cisco Systems - Engineering - Software,4.1,153500.0,108000,199000.0,"San Jose, CA", CA,"Enterprise(5,000+ Employees)",1984,Company - Private,Computer Hardware & Software,Information Technology,0.0,0,"Alcatel-Lucent, Juniper Networks"
Data Engineer,Zoom,4.8,153500.0,108000,199000.0,"San Jose, CA", CA,VSB (<50 Employees),2011,Company - Public,IT Services,Information Technology,0.0,0,0
Data Engineer,Apple,4.1,153500.0,108000,199000.0,"Santa Clara, CA", CA,"Enterprise(5,000+ Employees)",1976,Company - Public,Computer Hardware & Software,Information Technology,0.0,0,"Google, Microsoft, Samsung Electronics"
Data Engineer,Indrasol,5.0,153500.0,108000,199000.0,"Menlo Park, CA", CA,VSB (<50 Employees),0,Subsidiary or Business Segment,0,0,0.0,0,0
Data Engineer,Khan Academy,4.1,153500.0,108000,199000.0,"Mountain View, CA", CA,SMB(51-500 Employees),2007,Nonprofit Organization,K-12 Education,Education,0.0,0,0
Data Engineer,Nokia,4.1,153500.0,108000,199000.0,"Sunnyvale, CA", CA,"Enterprise(5,000+ Employees)",1865,Company - Public,Telecommunications Services,Telecommunications,0.0,0,"Ericsson-Worldwide, Huawei Technologies, Microsoft"
Data Engineer,Grid Dynamics,3.9,153500.0,108000,199000.0,"Mountain View, CA", CA,VSB (<50 Employees),2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,10.0,0,"Luxoft, EPAM, Capgemini Invent"
Data Engineer,WE Career,2.3,153500.0,108000,199000.0,"Mountain View, CA", CA,VSB (<50 Employees),0,Company - Private,0,0,0.0,0,0
Data Engineer,CyberCoders,4.2,153500.0,108000,199000.0,"Redwood City, CA", CA,VSB (<50 Employees),1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,50.0,0,0
Data Engineer,Zoom,4.8,153500.0,108000,199000.0,"San Jose, CA", CA,VSB (<50 Employees),2011,Company - Public,IT Services,Information Technology,0.0,0,0
Data Engineer,Trianz,3.6,153500.0,108000,199000.0,"Santa Clara, CA", CA,VSB (<50 Employees),2001,Company - Private,IT Services,Information Technology,0.0,0,0
Data Engineer,Sonus Software Solutions Inc.,3.0,153500.0,108000,199000.0,"Sunnyvale, CA", CA,0,0,Company - Private,0,0,0.0,0,0
Data Engineer,Nextgen Technologies,4.2,153500.0,108000,199000.0,"San Jose, CA", CA,SMB(51-500 Employees),2006,Company - Private,IT Services,Information Technology,0.0,0,0
Data Engineer,Apple,4.1,153500.0,108000,199000.0,"Santa Clara, CA", CA,"Enterprise(5,000+ Employees)",1976,Company - Public,Computer Hardware & Software,Information Technology,0.0,0,"Google, Microsoft, Samsung Electronics"
Data Engineer,Trovetechs Inc,0.0,153500.0,108000,199000.0,"Mountain View, CA", CA,0,0,Company - Private,0,0,0.0,0,0
Data Engineer,Accuracy,3.2,153500.0,108000,199000.0,"Sunnyvale, CA", CA,VSB (<50 Employees),1990,Company - Public,Health Care Products Manufacturing,Manufacturing,50.0,0,"Elekta, Varian Medical Systems"
Data Engineer,Saama,3.5,153500.0,108000,199000.0,"Campbell, CA", CA,VSB (<50 Employees),2007,Company - Private,Computer Hardware & Software,Information Technology,0.0,0,0
